1	2.043115611362456	2.0693579435348513	0	0	0	249	0.03146762121705174	250
1	1.9341458069801316	1.869547986984253	0	1	0	499	0.018418483566547347	500
1	1.9007355292320247	2.069882345199585	0	2	0	749	0.025219655060201757	750
1	1.8817225345611577	1.9127405405044555	0	3	0	999	0.01867881548974943	1000
1	1.8682126861572257	1.7868653059005737	0	4	0	1249	0.019069313374552553	1250
1	1.8634755815505974	1.7309067249298096	0	5	0	1499	0.019166937845753334	1500
1	1.8597172761917111	1.8100496768951415	0	6	0	1749	0.010283110966482266	1750
1	1.8582328001022348	1.8317321062088012	0	7	0	1999	0.01958997722095672	2000
1	1.8557053449630743	1.9248799800872805	0	8	0	2249	0.013797591929710381	2250
1	1.8538293966293318	1.9012593269348146	0	9	0	2499	0.0746501789781972	2500
1	1.8543475311279303	1.9925158023834229	0	10	0	2749	0.033355027660266844	2750
1	1.8556355604171753	1.9017493963241578	0	11	0	2999	0.024015619915392125	3000
1	1.8543174000740057	1.8378356218338012	0	12	0	3249	0.04402863651155223	3250
1	1.8586294344902032	1.962821936607361	0	13	0	3499	0.027041978522616337	3500
1	1.8586923547744756	1.9863921403884888	0	14	0	3749	0.05942076147087537	3750
1	1.8592797487258905	1.8092890739440919	0	15	0	3999	0.04054669703872437	4000
1	1.8610387084960942	1.9087382316589356	0	16	0	4249	0.021932964529775462	4250
1	1.8625170232772832	1.9589183568954467	0	17	0	4499	0.030751708428246014	4500
1	1.8629906682968154	1.8320224761962893	0	18	0	4749	0.025024406117800196	4750
1	1.863079161739349	1.9209326744079591	0	19	0	4999	0.018418483566547347	5000
1	1.862279878425598	1.9130978822708131	0	20	0	5249	0.02369020501138952	5250
1	1.8666625923156737	1.998502445220947	0	21	0	5499	0.025219655060201757	5500
1	1.8675790876388545	1.9719542503356933	0	22	0	5749	0.03898470549951188	5750
1	1.86841096792221	1.8403410911560059	0	23	0	5999	0.03280182232346242	6000
1	1.8698248081207274	1.866151762008667	0	24	0	6249	0.01366742596810934	6250
1	1.870955488109588	1.7323831081390382	0	25	0	6499	0.03026358607224211	6500
1	1.8709777385711672	1.9035248756408691	0	26	0	6749	0.05050439310120403	6750
1	1.8713337862014767	1.915625262260437	0	27	0	6999	0.024861698665798893	7000
1	1.8727721199035647	2.032928776741028	0	28	0	7249	0.01848356654734787	7250
1	1.8719578015327458	1.7541878461837768	0	29	0	7499	0.05551578262284412	7500
1	1.8714267913818365	1.9102495670318602	0	30	0	7749	0.03189066059225513	7750
1	1.876422879028321	1.7645020961761477	0	31	0	7999	0.01474129515131793	8000
1	1.882670683288574	1.939299750328064	0	32	0	8249	0.02541490400260332	8250
1	1.881530329418182	1.938507270812988	0	33	0	8499	0.015359583468922878	8500
1	1.8865330073356625	1.9295115709304809	0	34	0	8749	0.03807354376830459	8750
1	1.8882246079444889	1.8517369031906126	0	35	0	8999	0.04009111617312073	9000
1	1.889237901687623	1.7869202852249144	0	36	0	9249	0.0176374877969411	9250
1	1.8891486536025988	1.9207027196884154	0	37	0	9499	0.0215750081353726	9500
1	1.891298639488221	1.8779640913009643	0	38	0	9749	0.033127237227465016	9750
1	1.8919882131576544	1.914455795288086	0	39	0	9999	0.03481939472827855	10000
1	1.8946897912979137	1.846472191810608	0	40	0	10249	0.01669378457533355	10250
1	1.8926605105400096	1.8930420160293577	0	41	0	10499	0.024080702896192647	10500
1	1.8908319875717166	2.020528030395508	0	42	0	10749	0.026033192320208266	10750
1	1.89537481994629	1.7688934087753294	0	43	0	10999	0.018158151643345267	11000
1	1.894660742187499	1.7670015096664429	0	44	0	11249	0.020045558086560365	11250
1	1.8966831935882562	1.9975299596786498	0	45	0	11499	0.02460136674259681	11500
1	1.899103242874146	1.7936282873153686	0	46	0	11749	0.018808981451350473	11750
